Brand,Model,Serial,Hostname,Type,Ship Date,Warranty Expiry Date,Site,Location,Device Department,Status
lenovo,P14s Gen 2,PF3J9XSW,SGSIN1BL7170,laptop,29-Jun-2022,28-Jun-2025,Napier,Server Room,exams,pending_deployment
Dell,Latitude 7280,JRKB0N2,SGSIN1BL7171,Laptop,5-Mar-2018,5-Mar-2021,Napier,Server Room,teaching,to_be_decom
Dell,Latitude 7300,7JH09Y2,SGSIN1BL7172,Laptop,12-Nov-2019,13-Nov-2022,Napier,Server Room,exams,pending_deployment
Dell,Latitude 7280,74L00N2,SGSIN1BL7173,laptop,5-Mar-2018,5-Mar-2021,null,null,teaching,deployed
lenovo,T490,PF1B5A6J,SGSIN1BL7174,laptop,12-Jun-2020,12-Jun-2023,null,null,teaching,deployed
lenovo,T490,PF1BS1W4,SGSIN1BL7175,Laptop,5-Jun-2020,5-Jun-2023,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4RJTG6,SGSIN1BL7176,Laptop,21-Feb-2024,6-Apr-2027,null,null,global operations,deployed
lenovo,P14s Gen 2,PF3J86T8,SGSIN1BL7177,laptop,14-Feb-2022,14-Feb-2025,napier,Server Room,exams,pending_deployment
Dell,Latitude 7280,6QT90N2,SGSIN1BL7178,laptop,4-Mar-2018,4-Mar-2021,Napier,Server Room,exams,to_be_decom
lenovo,L13 Gen 2,PW00H89Y,SGSIN1BL7179,laptop,26-May-2022,25-May-2025,Napier,null,exams customer service,pending_deployment
Dell,Latitude 7280,DFB50N2,SGSIN1BL7180,Laptop,5-Mar-2018,5-Mar-2021,null,null,teaching,deployed
Dell,Latitude 7280,9J4C0N2,SGSIN1BL7181,laptop,5-Mar-2018,5-Mar-2021,Napier,Server Room,teaching,to_be_decom
Dell,Latitude 7280,4n6c0n2,SGSIN1BL7182,Laptop,5-Mar-2018,5-Mar-2021,Napier,napier,teaching,to_be_decom
lenovo,T14 Gen 4,PF4NQPVN,SGSIN1BL7183,Laptop,11-Nov-2023,25-Dec-2026,null,null,teaching,deployed
lenovo,T490,PF1BS8B2,SGSIN1BL7186,laptop,5-Jun-2020,5-Jun-2023,null,null,teaching,deployed
lenovo,P14s Gen 2,PF3J4NH0,SGSIN1BL7187,laptop,30-Jun-2022,29-Jun-2025,null,null,exams,deployed
Dell,Latitude 7480,D695HM2,SGSIN1BL7194,Laptop,21-Jan-2018,23-Jan-2021,null,null,premises,deployed
Dell,Latitude 7280,211C0N2,SGSIN1BL7195,Laptop,5-Mar-2018,5-Mar-2021,Napier,Server Room,teaching,to_be_decom
Dell,Latitude 7480,C6PLJM2,SGSIN1BL7204,laptop,12-Feb-2018,14-Feb-2021,null,null,global operations,deployed
lenovo,L390,R90XX8ES,SGSIN1BL7206,Laptop,19-May-2020,18-May-2023,Napier,Server Room,exams,pending_deployment
lenovo,L390,R90XX8ET,SGSIN1BL7207,Laptop,20-Jun-2020,19-Jun-2023,null,null,exams,deployed
lenovo,L390,R90XX8EV,SGSIN1BL7208,Laptop,11-Aug-2020,10-Aug-2023,null,null,exams,deployed
Dell,Latitude 7280,JV310N2,SGSIN1BL7211,Laptop,4-Mar-2018,4-Mar-2021,Napier,Server Room,teaching,to_be_decom
Dell,Latitude 7280,BJT90N2,SGSIN1BL7214,Laptop,4-Mar-2018,4-Mar-2021,null,null,teaching,deployed
Dell,Latitude 7280,64Z20N2,SGSIN1BL7216,laptop,4-Mar-2018,4-Mar-2021,null,null,teaching,deployed
lenovo,L390,R90XMV8H,R90XMV8H; SGSIN1BL7216???,Laptop,17-Jun-2020,16-Jun-2023,Napier,Server Room,exams,pending_deployment
lenovo,L390,R90XMV8J,SGSIN1BL7222,laptop,19-Jun-2020,18-Jun-2023,Napier,Server Room,exams,pending_deployment
Dell,Latitude 7300,DY82YY2,SGSIN1BL7224,Laptop,11-Nov-2019,12-Nov-2022,null,null,exams,deployed
Dell,Latitude 7280,65z20n2,SGSIN1BL7226,laptop,5-Mar-2018,5-Mar-2021,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4LV75J,SGSIN1BL7227,Laptop,10 Mar 2024,23 Apr 2027,null,null,Exams,deployed
lenovo,T16 Gen 1,PF4F8TV4,SGSIN1BL7228,Laptop,1-Jul-2023,1-Jul-2026,null,null,Global Operations,deployed
lenovo,T14 Gen 4,PF4LV759,SGSIN1BL7229,Laptop,10-Mar-2024,23-Apr-2027,null,null,exams,deployed
Dell,Latitude 7280,HVL60N2,SGSIN1BL7231,laptop,5-Mar-2018,5-Mar-2021,null,null,teaching,deployed
Dell,Latitude 7300,BMLBZY2,SGSIN1BL7234,Laptop,20-Oct-2019,21-Oct-2022,Napier,Server Room,exams customer service,pending_deployment
Dell,Latitude 7300,HNLBZY2,SGSIN1BL7235,Laptop,20-Oct-2019,21-Oct-2022,napier,null,exams,pending_deployment
Dell,Latitude 7280,9KT90N2,SGSIN1BL7295,laptop,4-Mar-2018,4-Mar-2021,null,null,premises,deployed
lenovo,Legion 82JN,PF3DABNQ,SGSIN1BL7309,Laptop,14-Dec-2021,13-Dec-2024,null,null,premises,deployed
Dell,Latitude 7490,DM42XT2,SGSIN1BL8001,Laptop,27-Mar-2019,28-Mar-2022,Napier,server room,general resources,pending_deployment
Dell,Latitude 7490,4N42XT2,SGSIN1BL8002,Laptop,27-Mar-2019,28-Mar-2022,null,null,teaching,deployed
lenovo,T16 Gen 2 ,PF4RL1V4,SGSIN1BL8003,Laptop,31 Jan 2024,16 Mar 2027,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4LPQ39,SGSIN1BL8004,Laptop,10 Mar 2024,23 Apr 2027,null,null,Exams,deployed
lenovo,T14 Gen 4,PF4LF3VS,SGSIN1BL8005,Laptop,10 Mar 2024,23 Apr 2027,null,null,Exams,deployed
lenovo,T14 Gen 4,PF4LF1J1,SGSIN1BL8006,Laptop,10 Mar 2024,23 Apr 2027,null,null,Exams,deployed
lenovo,T14 Gen 4,PF4LV75Y,SGSIN1BL8007,Laptop,10 Mar 2024,23 Apr 2027,null,null,Exams,deployed
lenovo,T14 Gen 3,PF4CAREZ,SGSIN1BL8056,Laptop,1-May-2023,1-May-2026,null,null,Global Operations,deployed
lenovo,T14 Gen 3,PF4CAREK,SGSIN1BL8057,Laptop,1-May-2023,1-May-2026,null,null,teaching,deployed
lenovo,P14s Gen 2,PF3JDE17,SGSIN1BL8058,laptop,30-Jun-2022,29-Jun-2025,Napier,Server Room,exams,pending_deployment
lenovo,P14s Gen 2,PF3GBXJ3,SGSIN1BL8059,Laptop,30-Jun-2022,29-Jun-2025,Napier,Server Room,exams,pending_deployment
lenovo,P14s Gen 2,PF3GC23C,SGSIN1BL8060,Laptop,30-Jun-2022,29-Jun-2025,null,null,exams,deployed
lenovo,T16 Gen 1,PF4FBJCL,SGSIN1BL8061,Laptop,17-Jun-2023,31-Jul-2026,null,null,teaching,deployed
lenovo,T16 Gen 1,PF4FBJC7,SGSIN1BL8062,Laptop,17-Jun-2023,31-Jul-2026,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4HR7B0,SGSIN1BL8063,Laptop,18-Oct-2023,17-Oct-2026,null,null,exams,deployed
lenovo,T16 Gen 1,PF4FBLN1,SGSIN1BL8064,Laptop,18-Oct-2023,17-Oct-2026,null,null,Cultural Engagement,deployed
lenovo,T14 Gen 4,PF4NQPVA,SGSIN1BL8065,Laptop,11-Dec-2023,10-Dec-2026,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4NJP52,SGSIN1BL8066,Laptop,11-Dec-2023,10-Dec-2026,null,null,teaching,deployed
lenovo,T14 Gen 4,PF47LGVG,SGSIN1BL8067,Laptop,13-Mar-2023,12-Mar-2026,null,null,international operations,deployed
lenovo,T14 Gen 4,PF4TFFPP,SGSIN1BL8068,Laptop,14-Dec-2023,27-Jan-2027,null,null,international operations,deployed
lenovo,T14 Gen 4,PF4TFS8C,SGSIN1BL8069,Laptop,14-Dec-2023,27-Jan-2027,null,null,global operations,deployed
lenovo,T14 Gen 4,PF4TFHCE,SGSIN1BL8070,Laptop,14-Dec-2023,27-Jan-2027,null,null,global operations,deployed
lenovo,T14 Gen 4,SPF4YNN21,SGSIN1BL8071,Laptop,16 Apr 2024,30 May 2027,null,null,exams customer service,deployed
lenovo,T14 Gen 4,PF4VDF9G,SGSIN1BL8072,Laptop,17-Dec-2023,30-Jan-2027,null,null,teaching,deployed
lenovo,T14 Gen 4,SPF4YNKSZ,SGSIN1BL8073,Laptop,16 Apr 2024,30 May 2027,null,null,exams customer service,deployed
lenovo,T14 Gen 4,PF4VBZP5,SGSIN1BL8074,Laptop,17-Dec-2023,30-Jan-2027,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4LV760,SGSIN1BL8075,Laptop,10-Mar-2024,23-Apr-2027,Napier,Server Room,Exams,pending_deployment
lenovo,T14 Gen 4,PF4V7KW7,SGSIN1BL8076,Laptop,4-Apr-2024,4-Apr-2027,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4VC1V9,SGSIN1BL8077,Laptop,4-Apr-2024,4-Apr-2027,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4RK5PM,SGSIN1BL8078,Laptop,30 Jan 2024,15 Mar 2027,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4LV762,SGSIN1BL8079,Laptop,10 Mar 2024,23 Apr 2027,null,null,Exams,deployed
lenovo,T14 Gen 4,PF4RMBEK,SGSIN1BL8080,Laptop,30 Jan 2024,15 Mar 2027,null,null,exams customer service,deployed
lenovo,T14 Gen 4,PF52Y5J3,SGSIN1BL8081,Laptop,31 Aug 2024,14 Oct 2027,null,null,Global Operations,deployed
lenovo,T14 Gen 4,PF4RK190,SGSIN1BL8082,Laptop,30-Jan-2024,15-Mar-2027,Napier,Server Room,general resources,pending_deployment
lenovo,T14 Gen 4,PF4VJLYC,SGSIN1BL8083,Laptop,17-Dec-2023,9-Feb-2027,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4VC46X,SGSIN1BL8084,Laptop,17-Dec-2023,30-Jan-2027,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4LV757,SGSIN1BL8085,Laptop,10 Mar 2024,23 Apr 2027,null,null,Exams,deployed
lenovo,T14 Gen 4,PF4VK6NK,SGSIN1BL8086,Laptop,17-Dec-2023,9-Feb-2027,null,null,teaching,deployed
lenovo,T14 Gen 4,SPF4YNKSE,SGSIN1BL8087,Laptop,16 Apr 2024,30 May 2027,null,null,exams customer service,deployed
lenovo,T14 Gen 4,PF4VD0QK,SGSIN1BL8088,Laptop,17-Dec-2023,30-Jan-2027,null,null,teaching,deployed
lenovo,T14 Gen 2,PF3L9CK9,SGSIN1BL8116,Laptop,26-Mar-2022,9-May-2025,Napier,Server Room,global operations,pending_deployment
dell,Optiplex 7040,1NL2VG2,SGSIN1FC0103,pc,16-Nov-2016,17-Nov-2019,napier,server room,teaching,pending_deployment
dell,Optiplex 7040,J270CD2,SGSIN1FC0104,pc,2-Oct-2016,3-Oct-2020,napier,room 104,teaching,deployed
dell,optiplex 7040,C2ZXBD2,SGSIN1FC0200,pc,7-Jun-2016,9-Jun-2019,napier,room 103,teaching,deployed
dell,Optiplex 7040,C314CD2,SGSIN1FC0201,pc,7-Jun-2016,9-Jun-2019,napier,server room,teaching,pending_deployment
dell,Optiplex 7040,J2Y2CD2,SGSIN1FC0202,pc,16-Nov-2016,17-Nov-2019,napier,Classroom 202,teaching,deployed
dell,Optiplex 7040,C325CD2,SGSIN1FC0203,pc,7-Jun-2016,9-Jun-2019,napier,Classroom 203,teaching,deployed
dell,Optiplex 7040,C304CD2,SGSIN1FC0204,pc,7-Jun-2016,9-Jun-2019,napier,Classroom 304,teaching,deployed
dell,Optiplex 7040,2BN82K2,SGSIN1FC0205,pc,25-Apr-2017,27-Apr-2020,napier,Classroom 303,teaching,deployed
dell,Optiplex 7040,J2XZ992,SGSIN1FC0206,pc,16-Nov-2016,17-Nov-2019,napier,Classroom 206,teaching,deployed
lenovo,M90s Desktop (ThinkCentre) - Type 11D1,EM005BCA,SGSIN1FC0207,PC,25-Jun-2022,24-Jun-2025,Toa Payoh,Classroom 6,teaching,deployed
dell,Optiplex 7040,J2Y4CD2,SGSIN1FC0210,pc,16-Nov-2016,17-Nov-2019,napier,Classroom 210,teaching,deployed
dell,Optiplex 7040,60R4YC2,SGSIN1FC0301,pc,14-Apr-2016,15-Apr-2019,napier,Classroom 301,teaching,deployed
Dell,Optiplex 7040,174C1H2,SGSIN1FC0302,PC,27-Dec-16,28-Dec-19,Napier,server room,teaching,to_be_decom
dell,Optiplex 7040,C320CD2,SGSIN1FC0303,pc,7-Jun-2016,9-Jun-2019,napier,Classroom 205,teaching,deployed
dell,optiplex 7040,173B1H2,SGSIN1FC0304,pc,27-Dec-2016,28-Dec-2019,Napier,room 208,teaching,deployed
dell,Optiplex 7040,J2Y1B92,SGSIN1FC0305,pc,16-Nov-2016,17-Nov-2019,napier,Classroom 305,teaching,deployed
dell,Optiplex 7040,J2XT992,SGSIN1FC0306,pc,16-Nov-2016,17-Nov-2019,napier,Classroom 306,teaching,deployed
lenovo,M90s Desktop (ThinkCentre) - Type 11D1,EM005BC9,SGSIN1FC0807,PC,25-Jun-2022,24-Jun-2025,napier,Classroom 207,teaching,deployed
lenovo,M90s Desktop (ThinkCentre) - Type 11D1,EM005BCH,SGSIN1FC0808,PC,25-Jun-2022,24-Jun-2025,napier,Classroom 201,teaching,deployed
lenovo,M90s Desktop (ThinkCentre) - Type 11D1,EM005BCJ,SGSIN1FC7100,PC,25-Jun-2022,24-Jun-2025,Napier,classroom 302,teaching,deployed
lenovo,M90s Desktop (ThinkCentre) - Type 11D1,EM005BCE,SGSIN1FC7101,PC,25-Jun-2022,24-Jun-2025,Toa Payoh,room 10,teaching,deployed
Dell,Latitude 7280,7ZJ90N2,SGSIN2BL0105,Laptop,4-Mar-2018,4-Mar-2021,null,null,global operations,deployed
Dell,Latitude 7290,BPYHJR2,SGSIN2BL0201,Laptop,8-Nov-2018,10-Nov-2021,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4VD0RY,SGSIN2BL0202,Laptop,17-Dec-2023,30-Jan-2027,null,null,teaching,deployed
Dell,Latitude 7490,BM42XT2,SGSIN2BL7154,Laptop,27-Mar-2019,28-Mar-2022,null,null,Premises,deployed
lenovo,T490,PF1BS8AM,SGSIN2BL8055,Laptop,1-Jun-2020,1-Aug-2023,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4NQ74P,SGSIN3BL0002,Laptop,11-Nov-2023,25-Dec-2026,null,null,teaching,deployed
Dell,Latitude 7280,FPT90N2,SGSIN3BL0004,Laptop,4-Mar-2018,4-Mar-2021,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4NQMS8,SGSIN3BL0008,Laptop,9-Jan-2024,8-Jan-2027,null,null,teaching,deployed
lenovo,T16 Gen 2,SPF4XX9S0,SGSIN3BL0009,Laptop,11 May 2024,24 Jun 2027,null,null,teaching,deployed
lenovo,L13 Gen 2,PW00H8A1,SGSIN3BL0010,laptop,26-May-2022,25-May-2025,null,null,teaching,deployed
lenovo,L13 Gen 2,PW00H8BH,SGSIN3BL0011,Laptop,26-May-2022,25-May-2025,null,null,teaching,deployed
lenovo,L13 Gen 2,PW00H8A4,SGSIN3BL0012,laptop,26-May-2022,25-May-2025,null,null,teaching,deployed
lenovo,M920s-Type 10SK,S4NQ2333,SGSIN4BC0003,pc,5-Jun-2020,5-Jun-2023,Toa Payoh,Office Area,teaching,deployed
lenovo,M90s-Type 11D1,EM005HGA,SGSIN4BC0004,pc,11-May-2022,10-May-2025,Toa Payoh,Office Area,teaching,deployed
lenovo,M90s-Type 11D1,EM005HG6,SGSIN4BC0005,pc,11-May-2022,10-May-2025,Toa Payoh,Office Area,teaching,deployed
lenovo,M90s-Type 11D1,EM005HG3,SGSIN4BC0006,pc,11-May-2022,10-May-2025,Toa Payoh,Office Area,teaching,deployed
lenovo,M90s-Type 11D1,EM005HGG,SGSIN4BC0007,pc,11-May-2022,10-May-2025,Toa Payoh,Office Area,teaching,deployed
lenovo,M90s-Type 11D1,EM005HG4,SGSIN4BC0008,pc,11-May-2022,10-May-2025,Toa Payoh,Office Area,teaching,deployed
lenovo,M90s-Type 11D1,EM005HG9,SGSIN4BC0011,pc,11-May-2022,10-May-2025,Toa Payoh,Server Room,teaching,pending_deployment
lenovo,M90s-Type 11D1,EM005HGF,SGSIN4BC0012,pc,11-May-2022,10-May-2025,Toa Payoh,Office Area,teaching,deployed
lenovo,M90s-Type 11D1,EM005HGC,SGSIN4BC0015,pc,11-May-2022,10-May-2025,Toa Payoh,Office Area,teaching,deployed
lenovo,M90s-Type 11D1,EM005HG5,SGSIN4BC0016,pc,11-May-2022,10-May-2025,Toa Payoh,Office Area,teaching,deployed
Dell,Optiplex 7050,1SHB8P2,SGSIN4BC0017,pc,14-Mar-2018,14-Mar-2021,Toa Payoh,Office Area,teaching,deployed
lenovo,M920s-Type 10SK,S4NQ2327,SGSIN4BC0019,pc,5-Jun-2020,5-Jun-2023,Toa Payoh,Office Area,teaching,deployed
lenovo,M920s-Type 10SK,S4NQ2329,SGSIN4BC0028,pc,5-Jun-2020,5-Jun-2023,Toa Payoh,Office Area,teaching,deployed
lenovo,M90s-Type 11D1,EM005HGM,SGSIN4BC0029,pc,11-May-2022,10-May-2025,Toa Payoh,Office Area,teaching,deployed
lenovo,M920s-Type 10SK,S4NQ2246,SGSIN4BC0030,pc,5-Jun-2020,5-Jun-2023,Toa Payoh,Office Area,teaching,deployed
lenovo,M90s-Type 11D1,EM005HGK,SGSIN4BC0033,pc,11-May-2022,10-May-2025,Toa Payoh,Office Area,teaching,deployed
lenovo,M920s-Type 10SK,S4NQ2325,SGSIN4BC0034,pc,5-Jun-2020,5-Jun-2023,Toa Payoh,Office Area,teaching,deployed
lenovo,M90s-Type 11D1,EM005HGJ,SGSIN4BC0036,pc,11-May-2022,10-May-2025,Toa Payoh,Office Area,teaching,deployed
lenovo,M90s-Type 11D1,EM005HGL,SGSIN4BC0037,pc,11-May-2022,10-May-2025,Toa Payoh,Office Area,teaching,deployed
Dell,Optiplex 9030,4SZRG52,SGSIN4BC0040,aio,16-Jun-2015,17-Jun-2018,Toa Payoh,Meeting Room 1,teaching,deployed
lenovo,M920s-Type 10SK,S4NQ2342,SGSIN4BC0042,pc,5-Jun-2020,5-Jun-2023,Toa Payoh,Office Area,teaching,deployed
Dell,Latitude 7280,8JW90N2,SGSIN4BL0001,laptop,4-Mar-2018,4-Mar-2021,Napier,Server Room,teaching,to_be_decom
lenovo,T14 Gen 4,PF4YNN0Y,SGSIN4BL0003,Laptop,16-Apr-2024,30-May-2027,null,null,teaching,deployed
lenovo,L13 Gen 2,PW00H8BD,SGSIN4BL0004,Laptop,26-May-2022,25-May-2025,Toa Payoh,Server Room,teaching,to_be_decom
Dell,Latitude 7280,7DYB0N2,SGSIN4BL0005,Laptop,5-Mar-2018,5-Mar-2021,Toa Payoh,Server Room,teaching,to_be_decom
Dell,Latitude 7280,5DVZZM2,SGSIN4BL0007,laptop,5-Mar-2018,5-Mar-2021,null,null,teaching,deployed
lenovo,L13 Gen 2,PW00H8AH,SGSIN4BL0008,laptop,26-May-2022,25-May-2025,null,null,teaching,deployed
Dell,Latitude 7280,5QLB0N2,SGSIN4BL0010,Laptop,5-Mar-2018,5-Mar-2021,Napier,Server Room,exams,to_be_decom
Dell,Latitude 7280,1PT90N2,SGSIN4BL0011,laptop,4-Mar-2018,4-Mar-2021,null,null,teaching,deployed
lenovo,L13 Gen 2,PW00H8BG,SGSIN4BL0012,laptop,26-May-2022,25-May-2025,null,null,teaching,deployed
Dell,Latitude 7280,7RNSQN2,SGSIN4BL0013,laptop,1-May-2018,3-May-2021,null,null,teaching,deployed
lenovo,L13 Gen 2,PW00H8AK,SGSIN4BL0014,laptop,26-May-2022,25-May-2025,null,null,teaching,deployed
lenovo,T14 Gen 4,SPF4YPF29,SGSIN4BL0015,Laptop,16 Apr 2024,30 May 2027,null,null,exams customer service,deployed
lenovo,L13 Gen 2,PW00H8BI,SGSIN4BL0016,laptop,26-May-2022,25-May-2025,null,null,teaching,deployed
Dell,Latitude 7280,5G4C0N2,SGSIN4BL0017,laptop,5-Mar-2018,5-Mar-2021,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4MF4E1,SGSIN4BL0018,Laptop,28-Nov-2023,11-Jan-2027,null,null,teaching,deployed
lenovo,T14 Gen 4,PF4LV75W,SGSIN4BL0019,Laptop,10-Mar-2024,23-Apr-2027,null,null,exams,deployed
dell,OPTIPLEX 9020,5ZBVF42,SGSIN4FC0001,pc,12-Jan-2015,13-Jan-2018,Toa Payoh,Server Room,teaching,to_be_decom
dell,OPTIPLEX 9020,J2Y7F22,SGSIN4FC0002,pc,14-Sep-2014,15-Sep-2017,Toa Payoh,Classroom 2,teaching,deployed
dell,OPTIPLEX 9020,D31QG52,SGSIN4FC0003,pc,10-Jun-2015,11-Jun-2018,Toa Payoh,Classroom 3,teaching,deployed
dell,OPTIPLEX 9020,6MXDHZ1,SGSIN4FC0004,pc,11-Dec-2013,12-Dec-2016,Toa Payoh,Classroom 4,teaching,deployed
dell,OPTIPLEX 9020,56NFH62,SGSIN4FC0005,pc,13-Jul-2015,14-Jul-2018,Toa Payoh,Classroom 5,teaching,deployed
dell,OPTIPLEX 9020,C7QYT72,SGSIN4FC0007,pc,12-Oct-2015,13-Oct-2018,Toa Payoh,Classroom 7,teaching,deployed
dell,OPTIPLEX 9020,5F4FS62,SGSIN4FC0008,pc,17-Aug-2015,18-Aug-2018,Toa Payoh,Classroom 8,teaching,deployed
lenovo,M90s Desktop (ThinkCentre) - Type 11D1,EM005HGE,SGSIN4FC0010,PC,11-May-2022,10-May-2025,Toa Payoh,room 13,teaching,deployed
dell,OPTIPLEX 9020,56PH862,SGSIN4FC0011,pc,13-Jul-2015,14-Jul-2018,Toa Payoh,Classroom 11,teaching,deployed
dell,OPTIPLEX 9020,G4TMG52,SGSIN4FC0012,pc,31-May-2015,1-Jun-2018,Toa Payoh,Classroom 12,teaching,deployed
dell,optiplex 9020,C7Q1V72,SGSIN4FC0013,pc,12-Oct-2015,13-Oct-2018,Toa Payoh,classroom 15,teaching,deployed
dell,OPTIPLEX 9020,25TMG52,SGSIN4FC0014,pc,31-May-2015,1-Jun-2018,Toa Payoh,Classroom 14,teaching,deployed
lenovo,M90s Desktop (ThinkCentre) - Type 11D1,EM005BCB,SGSIN4FC0015,PC,25-Jun-2022,24-Jun-2025,Toa Payoh,room 1,teaching,deployed
Dell,Optiplex 7050,1SD98P2,SGSIN4FC0113,pc,14-Mar-2018,14-Mar-2021,Toa Payoh,server room,teaching,pending_deployment
lenovo,M90s Desktop (ThinkCentre) - Type 11D1,EM005BCC,SGSIN4FC0809,pc,25-Jun-2022,24-Jun-2025,Toa Payoh,classroom 9,teaching,deployed
